,tweet_text
5590,"['mention', 'cameron', 'sinclair', 'mention', 'spearhead', 'japan', 'disaster', 'relief', 'sxsw', 'via', 'twitter', 'amp', 'iphone', 'link']"
5142,"['mention', 'mention', 'hack', 'find', 'people', 'jump', 'corporate', 'firewall', 'use', 'google', 'doc', 'etc', 'sxsw']"
53,"['mention', 'mention', 'location', 'base', 'fast', 'fun', 'future', 'link', 'via', 'mention', 'sxsw']"
6006,"['mention', 'hey', 'lucky', 'duck', 'head', 'sxsw', 'want', 'win', 'ipad', 'mention', 'client', 'give', 'one', 'away', 'detail', 'link', 'sxswi']"
7064,"['ipad', 'pop', 'store', 'sxsw', 'link']"
160,"['mention', 'sxsw', 'prompt', 'memory', 'google', 'map', 'describe', 'childhood', 'walk']"
6448,"['mention', 'poor', 'austin', 'mention', 'ipad', 'launch', 'coincides', 'fri', 'afternoon', 'sxsw', 'apple', 'store', 'employee', 'austin', 'may', 'begin', 'weep']"
1588,"['yay', 'mention', 'flipboard', 'next', 'platform', 'iphone', 'ceo', 'mention', 'say', 'sxsw']"
1590,"['mention', 'mention', 'great', 'meet', 'mention', 'meetup', 'post', 'new', 'sxsw', 'medical', 'apps', 'link', 'sxswh', 'hcsm']"
5688,"['mention', 'download', 'free', 'track', 'mention', 'music', 'sampler', 'mention', 'include', 'mention', 'link', 'sxsw']"
5413,"['mention', 'apple', 'align', 'big', 'tech', 'event', 'day', 'first', 'ce', 'gdc', 'sxsw', 'popup', 'shop', 'ipad2', 'link']"
6307,"['mention', 'mayer', 'think', 'simplicity', 'lot', 'google', 'develop', 'product', 'sxsw']"
3859,"['mention', 'industry', 'party', 'present', 'gsdm', 'amp', 'google', 'austin', 'sxsw']"
7986,"['mention', 'see', 'many', 'apple', 'men', 'walk', 'around', 'delicious', 'golden', 'apple', 'gala', 'etc', 'sxsw']"
5492,"['mention', 'stupid', 'sxsw', 'find', 'mac', 'game', 'link', 'via', 'ipad', 'amp', 'link']"
2829,"['show', 'mention', 'charge', 'anywhere', 'bar', 'charge', 'iphone', 'whole', 'table', 'want', 'buy', 'one', 'sxsw']"
437,"['adobe', 'develop', 'engine', 'essentially', 'convert', 'swf', 'file', 'jquery', 'html5', 'exist', 'flash', 'file', 'portable', 'ipad', 'sxsw']"
6687,"['mention', 'still', 'think', 'awesome', 'smileyparty', 'sxsw', 'go', 'give', 'ipad', 'please']"
3879,"['long', 'line', 'apple', 'store', 'sxsw']"
1589,"['mention', 'mention', 'get', 'work', 'yet', 'try', 'day', 'sxsw', 'android', 'evo']"
2781,"['get', 'ready', 'sxsw', 'instal', 'mention', 'iphone', 'woot', 'link']"
8125,"['surprise', 'customer', 'wait', 'line', 'apple', 'store', 'austin', 'ipad', 'mention', 'sxsw', 'cbatsxsw']"
7373,"['get', 'iphone', 'juiced', 'sonos', 'team', 'sxsw', 'next', 'apple', 'store', 'austin', 'gotta', 'love', 'link']"
7352,"['smart', 'company', 'apple', 'set', 'open', 'pop', 'shop', 'core', 'sxsw', 'action', 'link', 'apple']"
4728,"['mayer', 'open', 'question', 'brave', 'girl', 'quot', 'google', 'quot', 'actual', 'least', 'accessible', 'sxsw']"
974,"['apple', 'open', 'pop', 'shop', 'sxsw', 'report', 'link', 'property']"
1239,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'ipad2', 'unveiling', 'link']"
2952,"['sxsw', 'mention', 'intrvw', 'mention', 'quot', 'schmidt', 'google', 'ceo', 'tell', 'good', 'telling', 'story', 'talk', 'lot', 'ppl', 'tell', 'hear', 'quot']"
2343,"['apple', 'charger', 'lanyard', 'hack', 'get', 'rave', 'review', 'monksofinvention', 'sxsw', 'link']"
5994,"['mention', 'hey', 'mention', 'roll', 'tractor', 'trailer', 'full', 'ipads', 'sxsw', 'bet', 'would', 'sell', 'entire', 'inventory', 'justsaying']"
2159,"['link', 'edchat', 'musedchat', 'sxsw', 'sxswi', 'classical', 'newtwitter']"
5408,"['mention', 'apparently', 'line', 'get', 'ipad', 'sxsw', 'store', 'grow', 'block', 'block', 'past', 'min', 'wut']"
1498,"['reason', 'sad', 'sxsw', 'mention', 'form', 'link']"
4546,"['anyone', 'know', 'sxsw', 'pop', 'apple', 'store', 'ipad2', 'leave']"
4258,"['know', 'late', 'game', 'really', 'dig', 'flipboard', 'ipad', 'sxsw']"
2423,"['link', 'security', 'guard', 'enjoy', 'ipad2', 'apple', 'store', 'austin', 'sxsw']"
5186,"['mention', 'quot', 'affirmative', 'action', 'woman', 'product', 'team', 'google', 'literally', 'make', 'product', 'well', 'quot', 'sxsw', 'nptech']"
358,"['another', 'google', 'wave', 'mention', 'interrupt', 'regularly', 'schedule', 'sxsw', 'geek', 'program', 'big', 'google', 'news', 'link']"
5243,"['mention', 'nfc', 'technology', 'google', 'test', 'use', 'sticker', 'store', 'window', 'tap', 'get', 'info', 'sxsw']"
8267,"['smart', 'quot', 'apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'quot', 'link', 'sxsw', 'apple']"
8394,"['aaron', 'forth', 'mint', 'com', 'pick', 'platform', 'carefully', 'iphone', 'device', 'adoption', 'direct', 'consumer', 'sxsw', 'sxswmobileapps', 'mention']"
2093,"['arrive', 'early', 'get', 'prime', 'seat', 'presentation', 'google', 'marissa', 'mayer', 'sxsw', 'kek']"
2016,"['mention', 'announces', 'windowsphone', 'app', 'today', 'sxsw', 'link', 'wp7']"
8226,"['sxsw', 'buy', 'appleatxdt', 'popup', 'store', 'anything', 'ipad']"
7290,"['roll', 'congress', 'past', 'apple', 'popup', 'store', 'sxsw', 'mention', 'social', 'shuttle', 'austin', 'social', 'medium', 'club', 'pic', 'link']"
188,"['love', 'entertain', 'û_please', 'ûªt', 'grateful', 'link', 'edchat', 'musedchat', 'sxsw', 'sxswi', 'classical', 'newtwitter']"
5629,"['mention', 'come', 'check', 'mention', 'ipad', 'app', 'demo', 'arm', 'sxswparty', 'mon', 'link', 'sxsw', 'sxsw2011']"
3656,"['google', 'build', 'real', 'time', 'mention', 'engine', 'monitor', 'illegal', 'deforestation', 'real', 'time', 'tech4good', 'sxsw']"
3427,"['apple', 'pop', 'store', 'south', 'south', 'west', 'link', 'sxsw']"
5900,"['mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'mention', 'sxsw', 'link', 'privacy']"
1382,"['tristan', 'apture', 'fast', 'amp', 'iterative', 'news', 'content', 'mean', 'google', 'find', 'first', 'sxsw', 'hacknews', 'drumbeat', 'mojo']"
6114,"['mention', 'race', 'around', 'sxsw', 'best', 'fuel', 'great', 'local', 'fare', 'eatshopaustinapp', 'link']"
414,"['crazy', 'big', 'crowd', 'sxsw', 'mention', 'apple', 'store', 'sxsw', 'link']"
5038,"['mention', 'aron', 'pilhofer', 'new', 'york', 'time', 'endorsed', 'html', 'ipad', 'newsapps', 'sxsw', 'ask', 'tweet', 'actually', 'say']"
4898,"['earlier', 'today', 'story', 'guy', 'name', 'shawn', 'blanc', 'link', 'mac', 'apple', 'sxsw', 'mention']"
3337,"['google', 'go', 'launch', 'googlecircles', 'social', 'network', 'link', 'sxsw', 'socialemedia']"
3607,"['sxsw', 'movie', 'star', 'moody', 'director', 'well', 'fine', 'guy', 'really', 'attract', 'crowd', 'one', 'show', 'ipad']"
3176,"['schedule', 'day', 'night', 'print', 'synched', 'iphone', 'music', 'geek', 'notmycollegesxsw', 'sxsw']"
7284,"['google', 'showcase', 'peak', 'view', 'new', 'google', 'map', 'vector', 'base', 'map', 'sxsw', 'marissagoogle']"
8826,"['wonder', 'many', 'ipads', 'sell', 'tomorrow', 'mention', 'apple', 'open', 'pop', 'store', 'sxsw', 'link']"
6394,"['mention', 'course', 'bing', 'result', 'good', 'google', 'seo', 'sxsw', 'qagb']"
257,"['need', 'sxsw', 'ipad', 'iphone', 'laptop', 'dictaphone', 'vid', 'camera', 'wow', 'love', 'meet', 'real', 'cerebellum', 'charge', 'people']"
5796,"['mention', 'good', 'talk', 'akqas', 'mention', 'ipad', 'interface', 'callback', 'design', 'principle', 'wish', 'beyond', 'medium', 'market', 'example', 'sxsw']"
201,"['smart', 'pack', 'extra', 'mention', 'way', 'sunny', 'austin', 'sxsw', 'extra', 'iphone', 'stow', 'case', 'mention', 'mention']"
2236,"['marissa', 'mayer', 'google', 'connect', 'digital', 'amp', 'physical', 'world', 'mobile', 'link', 'mobile', 'sxsw']"
4744,"['enchantment', 'get', 'trustworthiness', 'zappos', 'likeability', 'virgin', 'product', 'apple', 'mention', 'sxsw']"
1768,"['sxsw', '2011', 'novelty', 'ipad', 'news', 'apps', 'fade', 'fast', 'among', 'digital', 'delegate', 'link']"
4237,"['mention', 'luckily', 'mention', 'pop', 'store', 'sxsw']"
7154,"['pop', 'store', 'pop', 'everywhere', 'mention', 'confirm', 'apple', 'store', 'week', 'popup', 'austin', 'sxsw', 'cont', 'link']"
1573,"['love', 'mention', 'anyone', 'show', 'iphone', 'charger', 'need', 'tweet', 'joke', 'beard', 'text', 'ppl', 'make', 'jealous', 'sxsw']"
25,"['laurieshook', 'look', 'forward', 'smcdallas', 'pre', 'sxsw', 'party', 'wed', 'hop', 'win', 'ipad', 'result', 'shameless', 'promotion', 'chevysmc']"
7898,"['tomorrow', 'panel', 'cs', 'panel', 'feature', 'folk', 'opera', 'chrome', 'mozilla', 'w3c', 'apple', 'downstairs', 'sell', 'ipads', 'ahem', 'sxsw', 'apple']"
1089,"['mention', 'mention', 'spill', 'bean', 'next', 'platform', 'flipboard', 'iphone', 'team', 'start', 'work', 'sxflip', 'sxsw', 'sxswi', 'gr8']"
4675,"['great', 'even', 'mention', 'mention', 'karateka', 'castle', 'wolfenstein', 'choplifter', 'apple', 'classic', 'sxsw', 'oldsko0l']"
2695,"['z33', 'ounce', 'prevention', 'link', 'code', 'valid', '59p', 'infektd', 'sxsw', 'zlf']"
6216,"['mention', 'read', 'apple', 'sxsw', 'sell', 'ipad', 'release', 'day', 'good', 'lord', 'vortex', 'smugness', 'day', 'may', 'unbearable']"
3399,"['gross', 'ugh', 'white', 'people', 'mention', 'sxsw', 'line', '100', 'outside', 'apple', 'pop', 'store', 'sixth', 'amp', 'congress', 'ipad2']"
3560,"['i38', 'play', 'madness', 'link', 'code', 'valid', '59p', 'infektd', 'sxsw', 'zomb']"
8317,"['text', 'quot', 'sxsw', 'quot', '24587', 'chance', 'win', 'ipad', 'draw', 'friend', 'sxsw', 'must', 'present', 'win', 'see', 'link']"
2842,"['finally', 'feed', 'angrybirds', 'julian', 'scream', 'quot', 'get', 'fly', 'zone', 'right', 'pigfucker', 'quot', 'throw', 'ipad', 'kid', 'sxsw']"
2312,"['cloud', 'post', 'nothing', 'sxsw', 'startup', 'founder', 'amp', 'ceo', 'go', 'dark', 'side', 'link', 'tcn']"
6957,"['mention', 'xwave', 'headset', 'actually', 'control', 'iphone', 'apps', 'brain', 'sxswnui', 'gsdm', 'sxsw']"
3235,"['eye', 'grill', 'cheese', 'stand', 'session', 'mom', 'ipad', 'design', 'boomer', 'sxsw', '4hb', 'cheatday']"
4153,"['austin', 'police', 'hard', 'work', 'guard', 'apple', 'store', 'sxsw', 'link']"
1310,"['yesterday', 'listen', 'google', 'marissa', 'mayer', 'discus', 'mobile', 'technology', 'user', 'use', 'maps', 'phone', 'sxsw']"
696,"['spin', 'play', 'ipad', 'launch', 'party', 'hang', 'mention', 'mention', 'sxsw', 'mention', 'cedar', 'street', 'courtyard', 'link']"
5475,"['mention', 'apple', 'open', 'pop', 'shop', 'sxsw', 'report', 'link', 'apple', 'sxsw']"
3753,"['mention', 'interview', 'mention', 'sxsw', 'far', 'cat', 'totally', 'agree', 'comms', 'apple', 'brand', 'love', 'word']"
1228,"['listen', 'marissa', 'mayer', 'sale', 'shpeal', 'google', 'everything', 'hotwhat', 'sxsw']"
2000,"['building', 'android', 'io', 'application', 'get', 'tool', 'sxsw', 'ballroom']"
277,"['mention', 'apple', 'open', 'temporary', 'store', 'downtown', 'austin', 'sxsw', 'ipad', 'launch', 'quot', 'yay', 'traffic']"
5930,"['mention', 'google', 'marissa', 'mayer', 'extol', 'coolness', 'google', 'mobile', 'map', 'quot', 'mobile', 'surpass', 'desktop', 'usage', '1st', 'time', 'year', 'quot', 'sxsw', 'sxswi']"
5811,"['mention', 'google', 'circle', 'might', 'launch', 'today', 'sxsw', 'new', 'social', 'network', 'link']"
7915,"['tweet', 'register', 'exclusive', 'pass', 'event', 'party', 'ipad', 'sxsw', 'quot', 'give', 'liberty', 'free', 'sxswpass', 'please', 'quot']"
3638,"['mention', 'look', 'space', 'set', 'meeting', 'sxsw', 'stop', 'arthaus', 'check', 'link']"
6774,"['mention', 'still', 'ipad', 'least', 'sxsw', 'pop', 'apple', 'store', 'mention', 'buy', 'one']"
4779,"['sxsw', 'mention', '80', 'splendor', 'dancin', 'spazzmatics', 'aclu', 'google', 'partylikeits1986', 'link']"
8817,"['fsw', 'sxsw', 'want', 'know', 'spec', 'parse', 'ajax', 'link', 'link']"
4118,"['apple', 'naomi', 'campbell', 'pop', 'store', 'rage', 'link', 'sxsw']"
5770,"['mention', 'get', 'look', 'sxsw', 'rumor', 'apple', 'quot', 'pop', 'quot', 'store', 'austin', 'link']"
1138,"['quot', 'interactive', 'quot', 'portion', 'sxsw', 'people', 'sure', 'interact', 'much', 'iphone', 'istoned', 'tweetaholic', 'tech', 'tweetanonymous', 'addict']"
2768,"['awesome', 'mention', 'knit', 'staircase', 'attendance', 'sxsw', 'party', 'tomo', '7pm', 'host', 'mention', 'amp', 'mention', 'link']"
6712,"['mention', 'test', 'drive', 'xperia', 'play', 'mention', 'mention', 'detail', 'link', 'least', 'android', 'sxsw']"
6319,"['mention', 'mingly', 'apple', 'day', 'giveaway', 'register', 'win', 'sxsw', 'win', 'link']"
943,"['continuum', 'attitude', 'crowdsourcing', 'gap', 'quot', 'hear', 'quot', 'apple', 'quot', 'tell', 'quot', 'sxsw']"
6420,"['mention', 'mention', 'ami', 'sampler', 'live', 'itunes', 'time', 'cmw', 'sxsw', 'check', 'link', 'musicindustry', 'usa']"
8547,"['mention', 'temp', 'store', '6th', 'amp', 'congress', 'sxsw', 'attendee', 'excuse', 'walk', 'around', 'ipad', 'austin']"
4936,"['apple', 'google', 'amp', 'surplus', 'cash', 'brand', 'loyalty', 'mobile', 'leash', 'make', 'mobile', 'payment', 'easy', 'bankinnovation', 'sxsw']"
3936,"['lax', 'security', 'question', 'suitcase', 'pack', 'entirely', 'energy', 'drink', 'apple', 'wire', 'sxsw', 'blowingup']"
5711,"['mention', 'false', 'alarm', 'google', 'circle', 'come', 'probably', 'ever', 'link', 'much', 'report', 'would', 'unveil', 'sxsw']"
2385,"['ackward', 'sit', 'back', 'ballroom', 'acc', 'look', 'leave', 'right', 'non', 'macbook', 'ipad', 'sxsw']"
116,"['sxsw', 'apple', 'school', 'marketing', 'expert', 'link']"
6992,"['iphone', 'go', 'sleep', 'prepare', 'sleep', 'minute', 'sxsw']"
9070,"['know', 'make', 'sxsw', 'see', 'bunch', 'grow', 'men', 'hoot', 'get', 'ipad']"
3120,"['festival', 'explorer', 'austin', 'edition', 'help', 'keep', 'track', 'sxsw', 'band', 'want', 'see', 'amp', 'make', 'recommendation', 'link', 'sxsw']"
4259,"['sad', 'miss', 'ipad', 'launch', 'south', 'sound', 'chill', 'sxsw', 'ipad']"
5505,"['mention', 'sxsw', 'social', 'hackathon', 'session', 'google', 'bing', 'webtrends', 'chzbrgr', 'go', 'figure', 'mpls', 'paul', 'bolinsxsw']"
8200,"['dammit', 'sxsw', 'last', 'year', 'steal', 'bike', 'year', 'iphone']"
2820,"['walked', 'line', 'ipad', 'bahahahaha', 'least', 'block', 'long', 'fail', 'sxsw']"
3823,"['use', 'ipad', 'set', 'list', 'sxsw', 'band']"
8255,"['great', 'legal', 'panel', 'internet', 'privacy', 'security', 'free', 'speech', 'issue', 'google', 'facebook', 'aclu', 'attys', 'sxsw']"
4700,"['mention', 'launching', 'product', 'sxsw', 'plenty', 'else', 'join', 'h4ckers', 'amp', '80', 'dancing', 'link']"
8281,"['time', 'time', 'restock', 'business', 'card', 'charge', 'ipad', 'cell', 'phone', 'camera', 'set', 'alarm', 'amp', 'sleep', 'day', 'sxsw', 'overload']"
3803,"['best', 'session', 'see', 'far', 'sxsw', 'morning', 'music', 'ixd', 'design', 'ipad', 'interface', 'win']"
3537,"['pass', 'huge', 'queue', 'ipad', 'design', 'boomer', 'way', 'mobile', 'apps', 'learn', 'comic', 'book', 'also', 'full', 'sxsw']"
3826,"['say', 'ipad', 'apple', 'store', 'sxsw', 'photo', 'mention', 'mention', 'mention', 'mention', 'sheltongreen', 'ericschu_ras', 'link']"
8951,"['new', 'sxsw', 'film', 'year', 'folk', 'sit', 'line', 'read', 'script', 'ipad']"
7458,"['google', 'supposedly', 'announce', 'new', 'social', 'networking', 'service', 'call', 'quot', 'circle', 'quot', 'today', 'sxsw', 'link']"
4811,"['convention', 'center', 'wait', 'google', 'marissa', 'mayer', 'take', 'stage', 'sxsw']"
1947,"['apple', 'really', 'need', 'brand', 'recognition', 'prefer', 'red', 'delicious', 'variety', 'link', 'sxsw', 'popupstores']"
6433,"['mention', 'panel', 'sxsw', 'call', 'guy', 'canadian', 'feature', 'ceos', 'hootsuite', 'kiip', 'syncapse', 'link']"
5858,"['mention', 'google', 'set', 'launch', 'new', 'social', 'network', 'circle', 'today', 'sxsw']"
5336,"['mention', 'beyond', 'border', 'link', 'edchat', 'musedchat', 'sxsw', 'sxswi', 'classical', 'newtwitter']"
3489,"['imagine', 'sight', 'sxsw', 'mention', 'homeless', 'guy', 'panhandle', 'ipad', 'america', 'fuck', 'link']"
1611,"['mention', 'mention', 'lot', 'ipad', 'austin', 'big', 'thought', 'would', 'sxsw']"
6663,"['mention', 'sneak', 'peak', 'google', 'exhibit', 'sxsw', 'trade', 'show', 'link']"
5794,"['mention', 'good', 'news', 'austin', 'eats', 'bbq', 'iphone', 'available', 'link', 'itunes', 'austin', 'bbq', 'sxsw', 'sxswi']"
4678,"['still', 'think', 'awesome', 'smileyparty', 'sxsw', 'go', 'give', 'ipad', 'please']"
4960,"['google', 'party', 'gsd', 'amp', 'link', 'sxsw']"
7760,"['mention', 'mention', 'say', 'able', 'get', 'ipad', 'sxsw', 'apple', 'open', 'pop', 'store', 'austin', 'link']"
4762,"['mention', 'sxsw', 'make', 'impossible', 'succumb', 'upgrading', 'ipad', 'year', 'old', 'amp', 'feel', 'like', 'walk', 'around', 'bag', 'phone']"
2195,"['haha', 'awesomely', 'rad', 'ipad', 'app', 'mention', 'link', 'hollergram', 'sxsw', 'via', 'mention', 'mention']"
7604,"['apple', 'store', 'sxsw', 'line', 'move', 'front', 'fruit', 'basket', 'imacs', 'well', 'worth']"
5114,"['mention', 'mention', 'around', 'sxsw', 'need', 'sim', 'iphone', '3gs', 'next', 'wanna', 'bring', 'one', 'please']"
558,"['haha', 'google', 'quot', 'party', 'like', '1986', 'quot', 'party', 'link', 'sxsw']"
6608,"['mention', 'mention', 'sound', 'voice', 'shot', 'exploit', 'apple', 'amp', 'best', 'buy', 'day', 'return', 'policy', 'imacs', 'brilliant', 'sxsw']"
7631,"['apple', 'store', 'peep', 'come', 'run', 'high', 'fiving', 'line', 'open', 'sec', 'enuf', 'chump', 'sxsw', 'ipad2', 'link']"
1208,"['listen', 'mention', 'discus', 'new', 'interaction', 'paradigm', 'design', 'ipad', 'uxdes', 'sxsw']"
6606,"['mention', 'mention', 'shiny', 'new', 'mention', 'mention', 'eightbit', 'apps', 'new', 'garyvee', 'book', 'pop', 'ipad', 'store', 'sxsw', 'christmas', 'nerd']"
5993,"['mention', 'hey', 'mention', 'iphone', 'love', 'turn', 'art', 'iphone', 'case', 'let', 'know', 'zazzlesxsw', 'sxsw']"
1511,"['mention', 'nexus', 'mobile', '10x', 'useful', 'iphone4', 'amp', 'sxsw', 'many', 'ppl', 'iphone']"
3830,"['line', 'ipads', 'sxsw', 'look', 'bad', 'wait', 'hour', 'iphone']"
3733,"['cop', 'play', 'ipad', 'close', 'apple', 'store', 'austin', 'congress', 'sxsw', 'link']"
6611,"['mention', 'mention', 'day', 'bank', 'america', 'launch', 'iphone', 'app', 'get', '250k', 'new', 'customer', 'bankinnovation', 'sxsw']"
3212,"['instal', 'mention', 'android', 'get', 'vip', 'pedicab', 'treatment', 'sxsw']"
3631,"['quot', 'google', 'quot', 'refrigerator', 'magnet', 'game', 'quot', 'everyone', 'sxsw', 'keynote', 'stop', 'listen']"
7780,"['cool', 'mention', 'update', 'npr', 'music', 'iphone', 'app', 'song', 'info', 'song', 'amp', 'live', 'video', 'stream', 'time', 'sxsw', 'link']"
6836,"['mention', 'use', 'small', 'upstart', 'twitter', 'play', 'sxsw', 'big', 'guy', 'make', 'move', 'apple', 'google', 'sxsw']"
267,"['break', 'apple', 'announces', 'partnership', 'porn', 'industry', 'new', 'ipad2', 'video', 'chat', 'app', 'call', 'quot', 'facetime', 'quot', 'sxsw']"
1141,"['holy', 'crap', 'sxsw', '2011', 'showcase', 'torrent', 'already', 'link']"
3163,"['find', 'mention', 'ask', 'eric', 'mention', 'look', 'fwd', 'ipad', 'mention', 'mention', 'dark', '2nite', 'sxsw', 'link']"
7114,"['google', 'drop', 'real', 'estate', 'search', 'right', 'need', 'invest', 'much', 'willing', 'moment', 'sxsw']"
3731,"['team', 'head', 'big', 'boi', 'show', 'thanks', 'mention', 'crew', 'find', 'owl', 'free', 'tattoo', 'link', 'sxsw']"
1910,"['wait', 'eagerly', 'google', 'launch', 'secret', 'new', 'social', 'network', 'call', 'circle', 'today', 'sxsw', 'new', 'update']"
5991,"['mention', 'free', 'mention', 'sampler', 'celebrate', 'sxsw', 'year', 'include', 'barton', 'hollow', 'link', 'nice']"
2661,"['xwave', 'headset', 'actually', 'control', 'iphone', 'apps', 'brain', 'sxswnui', 'gsdm', 'sxsw']"
657,"['wonder', 'sxsw', 'crowd', 'make', 'line', 'apple', 'store', 'elsewhere', 'shorter', 'today']"
8294,"['funny', 'hand', 'earplugs', 'sxsw', 'google', 'aclu', 'party', 'go', 'announce', 'bad', 'news', 'want', 'tweet']"
6422,"['mention', 'ipad', 'giveaway', 'sxsw', 'close', 'today', 'need', 'sign', 'link', 'enter', 'automatically', 'pls']"
999,"['new', 'post', 'per', 'rumor', 'google', 'may', 'preview', 'big', 'social', 'strategy', '80', 'theme', 'costume', 'party', 'sxsw', 'yep', 'link']"
6085,"['mention', 'see', 'best', 'ipad', 'case', 'ever', 'sxsw', 'start', 'transfer', 'bit', 'book', 'fetishism', 'ipads', 'slowly', 'surely']"
2835,"['shock', 'see', 'google', 'showcasing', 'blogger', 'sxsw', 'think', 'completely', 'forgot', 'service']"
8334,"['knit', 'staircase', 'attendance', 'sxsw', 'party', 'tomo', '7pm', 'host', 'mention', 'amp', 'mention', 'link']"
1238,"['apple', 'set', 'open', 'popup', 'shop', 'core', 'sxsw', 'action', 'link', 'geek', 'need', 'ipad2', 'love']"
2152,"['band', 'google', 'party', 'entertain', 'band', 'ever', 'see', 'sxsw']"
6493,"['mention', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'link', 'sxsw', 'mention']"
7632,"['ipad', 'pop', 'everywhere', 'sxsw', 'glut', 'ipads', 'sale', 'craigslist']"
5092,"['mention', 'mention', 'spread', 'word', 'sxsw', 'festival', 'explorer', 'app', 'live', 'free', 'link']"
2187,"['google', 'save', 'driver', 'time', 'fuel', 'link', 'seo', 'sem', 'googlemaps', 'mobile', 'topnews', 'sxsw']"
1135,"['pre', 'order', 'mention', 'humorous', 'bee', 'mention', 'catch', 'month', 'mention', 'link', 'sxsw']"
5005,"['learnt', 'mention', 'google', 'search', 'jesus', 'star', 'war', 'much', 'sxsw', 'allhat']"
1304,"['clearly', 'back', 'twitter', 'tiff', 'think', 'iphone', 'sxsw', 'big', 'sundance', 'even', 'filmfestepic']"
1628,"['mention', 'mention', 'similarily', 'tweetcaster', 'android', 'let', 'zip', 'tweet', 'annoy', 'hash', 'tag', 'like', 'sxsw']"
7406,"['tech', 'apple', 'save', 'sxsw', 'set', 'open', 'pop', 'store', 'link', 'technology']"
1523,"['mention', 'mention', 'pop', 'apple', 'store', 'austin', 'still', 'ipad2', 'stock', 'lazyweb', 'sxsw']"
8918,"['jonathan', 'zaggle', 'show', 'cool', 'free', 'texting', 'app', 'iphone', 'call', 'zms', 'mention', 'sxsw']"
359,"['fun', 'watch', 'ipadmadness', 'mention', 'apple', 'open', 'pop', 'store', 'austin', 'sxsw', 'link', 'sxsw']"
139,"['head', 'sxsw', 'want', 'share', 'gather', 'contact', 'info', 'link', 'turn', 'iphone', 'business', 'card', 'broadcaster']"
300,"['temporary', 'apple', 'store', 'open', '5pm', '6th', 'congress', 'line', 'already', 'grow', 'ipad', 'view', 'link', 'via', 'mention', 'sxsw']"
1557,"['awesome', 'mention', 'amp', 'mention', 'rank', 'normal', 'result', 'quit', 'ranking', 'page', 'view', 'unique', 'visitor', 'analytics', 'matter', 'sxsw']"
5100,"['mention', 'mention', 'mention', 'check', 'link', 'sxsw', 'google']"
383,"['nice', 'find', 'rsq', 'mention', 'link', 'sxsw', 'ipad', 'app']"
6922,"['mention', 'ûªs', 'new', 'blogger', 'link', 'blogging', 'blogger', 'google', 'sxsw']"
7655,"['sxsw', 'appreciation', 'twitter', 'account', 'never', 'see', 'action', 'iphone', 'battery', 'dead', 'find', 'outlet', 'backinbusiness']"
4858,"['google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'link', 'socailmedia', 'facebook', 'network', 'sxsw', 'tech']"
7950,"['hey', 'marissa', 'mayer', 'please', 'tell', 'something', 'new', 'product', 'google', 'launched', 'month', 'ago', 'sxsw']"
7263,"['anyone', 'know', 'sxsw', 'mention', 'store', 'crazy', 'line', 'still', 'today']"
5946,"['mention', 'great', 'evening', 'mention', 'mention', 'karateka', 'castle', 'wolfenstein', 'choplifter', 'apple', 'classic', 'sxsw', 'oldsko0l']"
8084,"['top', 'must', 'sxsw', 'iphone', 'apps', 'link', 'mobile']"
8222,"['create', 'something', 'new', 'ipad', 'create', 'comfort', 'nytimes', 'look', 'like', 'newspaper', 'tapworthy', 'sxsw']"
5499,"['mention', 'sxsw', 'apple', 'marketshare', 'see', 'much', 'linux']"
8510,"['hmm', 'mention', 'break', 'google', 'circle', 'story', 'morning', 'mention', 'point', 'article', 'link', 'scinfluence', 'sxsw']"
8385,"['sxsw', 'potential', 'breakout', 'gadget', 'apps', 'amp', 'apple', 'ipad2', 'pop', 'store', 'festival', 'begin', 'tomorrow', 'link']"
2722,"['temp', 'apple', 'store', 'kill', 'austin', 'sell', 'early', 'every', 'day', 'sxsw']"
1933,"['samsung', 'galaxy', 'appear', 'fcc', 'team', 'android', 'sxsw', 'party', 'link', 'via', 'mention']"
7200,"['bettercloud', 'sxsw', 'presenter', 'amp', 'austin', 'native', 'john', 'wiley', 'happen', 'chief', 'engineer', 'behind', 'google', 'search']"
3237,"['publish', 'website', 'sxsw', 'try', 'mpact', 'app', 'iphone']"
3141,"['end', 'line', 'one', 'block', 'away', 'apple', 'pop', 'sxsw']"
4164,"['mad', 'long', 'line', 'google', 'party', 'maggie', 'mae', 'hope', 'worth', '80', 'theme', 'optimistic', 'sxsw']"
8412,"['mention', 'exactly', 'sayin', 'able', 'attend', 'sxsw', 'buy', 'ipad', 'today', 'consider', 'japan', 'relief']"
3808,"['zomg', 'ipad', 'mention', 'look', 'everyone', 'zomg', 'mention', 'get', 'ipad', 'first', 'day', 'sxsw', 'link']"
